id_study	system	strata	habitat	cat	tax_resp_class	l.n.c	l.p.c	l.int.c	Date_entry	author	pubyear	citation	publication	pubvol	pages	hab_descrip	location	latitud	longitud	elev	n_avail	n_total	p_avail	p_total	c_total	pH	light	temp	precip	npp	npp_typ	ab	ab_unit	study_typ	cons_man	HA	fert	fdchlg_man	num_nut_tmnt	num_nut	duration	fert_area	cons_area	vol	fert_unit	p_rate	n_rate	meta_source	note_study
HLH294	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	0.512074843	20051025	Hagerthey&&	2002	Mar Ecol Progr Ser 245: 47-59	Mar Ecol Prog Ser	245	47-59	mudflat	NA	51.53	3.9	0	89.9	NA	2.8	NA	NA	NA	265	25	NA	NA	NA	NA	NA	LAB	ENCLOSURE	3	1	2	1	21	13	0.0021	0.0021	0.1596	microM	0.8	160.5	Helmut's periphyton database	11-15: nutrients are in µmol  L-1
HLH301	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	NA	NA	2.459588843	20051025	Winterbourn	1990	Freshwater Biology 23: 464-474	Freshwater Biology	23	464-474	NA	NA	-43	172	850	NA	NA	NA	NA	NA	NA	112.5	9	NA	NA	NA	NA	NA	FIELD	REMOVAL	2	1	2	1	2	28	0.00126	0.00126	NA	NA	NA	NA	Helmut's periphyton database	exp 6-site 1
HLH302	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	NA	NA	2.351375258	20051025	Winterbourn	1990	Freshwater Biology 23: 464-474	Freshwater Biology	23	464-474	NA	NA	-43	172	850	NA	NA	NA	NA	NA	NA	112.5	9	NA	NA	NA	NA	NA	FIELD	REMOVAL	2	1	2	1	2	28	0.00126	0.00126	NA	NA	NA	NA	Helmut's periphyton database	exp 6-site 3
HLH303	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	NA	NA	1.691676011	20051025	Winterbourn	1990	Freshwater Biology 23: 464-474	Freshwater Biology	23	464-474	NA	NA	-43	172	850	NA	NA	NA	NA	NA	NA	112.5	9	NA	NA	NA	NA	NA	FIELD	REMOVAL	2	1	2	1	2	13	0.00126	0.00126	NA	NA	NA	NA	Helmut's periphyton database	exp 7-site 3
HLH315	FRESHWATER	BENTHIC	LAKE	LAKE BENTHIC	BIOMASS	1.152450263	0.187749074	2.395134795	20051025	Liess&Hillebrand	in prep	unpublished manuscript	unpublished manuscript	NA	NA	NA	NA	59.83	18.62	13	3.357142857	NA	0.193548387	NA	NA	NA	60	22	NA	NA	NA	NA	NA	LAB	ENCLOSURE	3	1	2	2	2	14	0.0064	0.0064	NA	microM	3	135	Helmut's periphyton database	11-15: nutrients are in µmol  L-1
HLH324	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	NA	NA	0.143706721	20051025	Steinman&&	1990	Oikos 58: 80-90	Oikos	58	80-90	NA	NA	35.9	-84.3	NA	1.142857143	NA	0.148387097	NA	NA	NA	1	11.5	NA	NA	NA	NA	NA	LAB	ENCLOSURE	3	1	2	1	2	95	6	6	NA	microM	0.15483871	4.664285714	Helmut's periphyton database	11-15: nutrients are in µmol  L-1 16: Darkened with seeding area with light
HLH324	FRESHWATER	BENTHIC	STREAM	STREAM	BIOPROD	NA	NA	0	20051025	Steinman&&	1990	Oikos 58: 80-90	Oikos	58	80-90	NA	NA	35.9	-84.3	NA	1.142857143	NA	0.148387097	NA	NA	NA	1	11.5	NA	NA	NA	NA	NA	LAB	ENCLOSURE	3	1	2	1	2	95	6	6	NA	microM	0.15483871	4.664285714	Helmut's periphyton database	11-15: nutrients are in µmol  L-1 16: Darkened with seeding area with light
HLH330	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0.087011377	0.163972418	NA	20051025	Winterbourn&Fegley	1989	New Zeal Nat Sci 16: 57-65	N Z Nat Sci	16	57-65	NA	NA	-43.29	171.73	1000	0.285714286	NA	0.080645161	NA	NA	NA	160.2	9	NA	NA	NA	NA	NA	FIELD	EXCLOSURE	3	1	2	2	2	34	0.00302	0.00302	NA	NA	NA	NA	Helmut's periphyton database	11-15: nutrients are in µmol  L-1
HLH331	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0.470003629	-0.446287102	-0.223143553	20051025	Winterbourn&Fegley	1989	New Zeal Nat Sci 16: 57-65	N Z Nat Sci	16	57-65	NA	NA	-43.29	171.73	1000	0.285714286	NA	0.080645161	NA	NA	NA	160.2	9	NA	NA	NA	NA	NA	FIELD	EXCLOSURE	3	1	2	2	2	36	0.00302	0.00302	NA	NA	NA	NA	Helmut's periphyton database	11-15: nutrients are in µmol  L-1
HLH332	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	-0.182321555	0.032789823	0.095310182	20051025	Winterbourn&Fegley	1989	New Zeal Nat Sci 16: 57-65	N Z Nat Sci	16	57-65	NA	NA	-43.29	171.73	1000	0.285714286	NA	0.080645161	NA	NA	NA	160.2	9	NA	NA	NA	NA	NA	FIELD	EXCLOSURE	3	1	2	2	2	30	0.00302	0.00302	NA	NA	NA	NA	Helmut's periphyton database	11-15: nutrients are in µmol  L-1
HLH359	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	-0.2022368	20051025	Armitage&Fong	2004	Oecologia 139: 560-567	Oecologia	139	560-567	mudflat	NA	34.1	-119.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	ENCLOSURE	3	1	2	1	21	56	0.25	0.25	NA	g/m2/d	0.096	0.352	Helmut's periphyton database	Exp: natural site; replaces JTN009
HLH360	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	0.405464384	20051025	Armitage&Fong	2004	Oecologia 139: 560-567	Oecologia	139	560-567	mudflat	NA	34.1	-119.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	ENCLOSURE	3	1	2	1	21	56	0.25	0.25	NA	g/m2/d	0.096	0.352	Helmut's periphyton database	Exp: natural site; replaces JTN009
HLH361	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	0.276252434	20051025	Armitage&Fong	2004	Oecologia 139: 560-567	Oecologia	139	560-567	mudflat	NA	34.1	-119.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	ENCLOSURE	3	1	2	1	21	56	0.25	0.25	NA	g/m2/d	0.096	0.352	Helmut's periphyton database	Exp: natural site; replaces JTN009
HLH362	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	0.392561376	20051025	Armitage&Fong	2004	Oecologia 139: 560-567	Oecologia	139	560-567	sand	NA	34.1	-119.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	ENCLOSURE	3	1	2	1	21	56	0.25	0.25	NA	g/m2/d	0.096	0.352	Helmut's periphyton database	Exp: restored site; replaces JTN009
HLH363	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	0.438254233	20051025	Armitage&Fong	2004	Oecologia 139: 560-567	Oecologia	139	560-567	sand	NA	34.1	-119.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	ENCLOSURE	3	1	2	1	21	56	0.25	0.25	NA	g/m2/d	0.096	0.352	Helmut's periphyton database	Exp: restored site; replaces JTN009
HLH364	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	0.538995221	20051025	Armitage&Fong	2004	Oecologia 139: 560-567	Oecologia	139	560-567	sand	NA	34.1	-119.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	ENCLOSURE	3	1	2	1	21	56	0.25	0.25	NA	g/m2/d	0.096	0.352	Helmut's periphyton database	Exp: restored site; replaces JTN009
HLH381	MARINE	BENTHIC	COASTAL HARD BOTTOM	BENTH HARD	BIOMASS	NA	NA	0.110266494	20051025	Duffy&&	2005	Ecology Letters 8: 301-309	Ecology Letters	8	301-309	seagrass meadow	NA	43.08	-70.6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAB	ENCLOSURE	NA	0	2	0	0	42	NA	0.3443	113	microM	1.2	24.4	Helmut's periphyton database	NA
HLH394	FRESHWATER	BENTHIC	LAKE	LAKE BENTHIC	BIOMASS	NA	NA	0	20051024	Jones&&	2000	Freshwater Biology 43: 591-604	Freshwater Biology	43	591-604	NA	NA	53.5	-2.95	NA	14.28571429	NA	0.322580645	NA	NA	NA	150	20	NA	NA	NA	NA	NA	LAB	ENCLOSURE	3	1	2	1	2	56	0.0314	0.0314	8	microM	6.129032258	271.4285714	Helmut's periphyton database	11-15: nutrients are in µmol  L-1
HLH395	FRESHWATER	BENTHIC	LAKE	LAKE BENTHIC	BIOMASS	NA	NA	0.579818494	20051024	Jones&&	2000	Freshwater Biology 43: 591-604	Freshwater Biology	43	591-604	NA	NA	53.5	-2.95	NA	14.28571429	NA	0.322580645	NA	NA	NA	150	20	NA	NA	NA	NA	NA	LAB	ENCLOSURE	3	1	2	1	2	56	0.0314	0.0314	8	microM	6.129032258	271.4285714	Helmut's periphyton database	11-15: nutrients are in µmol  L-1
HLH396	FRESHWATER	BENTHIC	LAKE	LAKE BENTHIC	BIOMASS	NA	NA	-0.087011375	20051024	Jones&&	2000	Freshwater Biology 43: 591-604	Freshwater Biology	43	591-604	NA	NA	53.5	-2.95	NA	14.28571429	NA	0.322580645	NA	NA	NA	150	20	NA	NA	NA	NA	NA	LAB	ENCLOSURE	3	1	2	1	2	56	0.0314	0.0314	8	microM	6.129032258	271.4285714	Helmut's periphyton database	11-15: nutrients are in µmol  L-1
HLH397	FRESHWATER	BENTHIC	LAKE	LAKE BENTHIC	BIOMASS	NA	NA	-0.133531393	20051024	Jones&&	2000	Freshwater Biology 43: 591-604	Freshwater Biology	43	591-604	NA	NA	53.5	-2.95	NA	14.28571429	NA	0.322580645	NA	NA	NA	150	20	NA	NA	NA	NA	NA	LAB	ENCLOSURE	3	1	2	1	2	56	0.0314	0.0314	8	microM	6.129032258	271.4285714	Helmut's periphyton database	11-15: nutrients are in µmol  L-1
HLH501	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.658881329	NA	NA	20060510	Vrede&&	1999	Limnol Oceanogr 44: 1616-1624	Limnol Oceanogr	44	1616-1624	NA	Lake Erken	59.73	18.72	13	NA	50	NA	0.806451613	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	ENCLOSURE	3	1	2	3	3	4	NA	NA	20	microM	0	15.5	Tobias original data	NA
HLH502	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.485184404	0.516955468	1.130662804	20060510	Vrede&&	1999	Limnol Oceanogr 44: 1616-1624	Limnol Oceanogr	44	1616-1624	NA	Lake Erken	59.73	18.72	13	NA	50	NA	0.806451613	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	ENCLOSURE	3	1	2	3	3	4	NA	NA	20	microM	0.8072	15.5	Tobias original data	NA
HLH503	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.525387654	0.228789392	1.661176606	20060510	Vrede&&	1999	Limnol Oceanogr 44: 1616-1624	Limnol Oceanogr	44	1616-1624	NA	Lake Erken	59.73	18.72	13	NA	50	NA	0.806451613	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	ENCLOSURE	3	1	2	3	3	4	NA	NA	20	microM	0.8072	15.5	Tobias original data	NA
HLH504	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.274072267	-0.44334148	0.839128472	20060510	Vrede&&	1999	Limnol Oceanogr 44: 1616-1624	Limnol Oceanogr	44	1616-1624	NA	Lake Erken	59.73	18.72	13	NA	50	NA	0.806451613	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	ENCLOSURE	3	1	2	3	3	4	NA	NA	20	microM	0.8072	15.5	Tobias original data	NA
HLH505	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.153547805	-0.253328579	0.331252604	20060510	Vrede&&	1999	Limnol Oceanogr 44: 1616-1624	Limnol Oceanogr	44	1616-1624	NA	Lake Erken	59.73	18.72	13	NA	50	NA	0.806451613	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	ENCLOSURE	3	1	2	3	3	4	NA	NA	20	microM	0.8072	15.5	Tobias original data	NA
HLH506	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	NA	NA	0.504837148	20060510	Guildford&&	2003	J Great Lakes Res 29: 89-106	J Great Lakes Res	29	89-106	NA	Lake Malawi	-13.64	34.61	NA	NA	NA	NA	NA	NA	NA	NA	27.5	NA	NA	NA	NA	NA	FIELD	ENCLOSURE	3	1	2	1	2	2	NA	NA	10	NA	NA	NA	NA	NA
HLH507	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	NA	NA	0.565871723	20060510	Guildford&&	2003	J Great Lakes Res 29: 89-106	J Great Lakes Res	29	89-106	NA	Lake Malawi	-13.64	34.61	NA	NA	NA	NA	NA	NA	NA	NA	25.9	NA	NA	NA	NA	NA	FIELD	ENCLOSURE	3	1	2	1	2	2	NA	NA	10	NA	NA	NA	NA	NA
HLH508	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	NA	NA	0.581029343	20060510	Guildford&&	2003	J Great Lakes Res 29: 89-106	J Great Lakes Res	29	89-106	NA	Lake Malawi	-13.64	34.61	NA	NA	NA	NA	NA	NA	NA	NA	29.5	NA	NA	NA	NA	NA	FIELD	ENCLOSURE	3	1	2	1	2	2	NA	NA	10	NA	NA	NA	NA	NA
HLH509	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	NA	NA	0.138917941	20060510	Guildford&&	2003	J Great Lakes Res 29: 89-106	J Great Lakes Res	29	89-106	NA	Lake Malawi	-13.64	34.61	NA	NA	NA	NA	NA	NA	NA	NA	25.5	NA	NA	NA	NA	NA	FIELD	ENCLOSURE	3	1	2	2	3	2	NA	NA	10	NA	NA	NA	NA	NA
HLH527	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	1.305325299	0.200670695	2.503255788	20060519	Biggs&&	1998	Arch Hydrobiol 143: 147-177	Arch Hydrobiol	143	147-177	NA	Kakanui River	-44	172.3	NA	2.5	NA	0.193548387	NA	NA	NA	NA	10.6	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	17	NA	NA	NA	NA	NA	NA	Francouer 2001	NA
HLH528	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0.631271777	0.182321557	1.757857918	20060519	Biggs&&	1998	Arch Hydrobiol 143: 147-177	Arch Hydrobiol	143	147-177	NA	Kakanui River	-44	172.3	NA	1.571428571	NA	0.161290323	NA	NA	NA	NA	10.6	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	17	NA	NA	NA	NA	NA	NA	Francouer 2001	NA
HLH529	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0.847297861	0	-1.098612289	20060519	Biggs&&	1998	Arch Hydrobiol 143: 147-177	Arch Hydrobiol	143	147-177	NA	Kakanui River	-44	172.3	NA	8.285714286	NA	0.225806452	NA	NA	NA	NA	10.6	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	17	NA	NA	NA	NA	NA	NA	Francouer 2001	NA
HLH530	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0.810930216	0.405465108	0.916290732	20060519	Biggs&&	1998	Arch Hydrobiol 143: 147-177	Arch Hydrobiol	143	147-177	NA	Kakanui River	-44	172.3	NA	2.5	NA	0.193548387	NA	NA	NA	NA	10.6	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	17	NA	NA	NA	NA	NA	NA	Francouer 2001	NA
HLH531	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0.47000363	0.693147181	0.788457361	20060519	Biggs&&	1998	Arch Hydrobiol 143: 147-177	Arch Hydrobiol	143	147-177	NA	Kakanui River	-44	172.3	NA	1.571428571	NA	0.161290323	NA	NA	NA	NA	10.6	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	17	NA	NA	NA	NA	NA	NA	Francouer 2001	NA
HLH533	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	-0.167054085	0.143100844	0.074107972	20060519	Biggs&&	1998	Arch Hydrobiol 143: 147-177	Arch Hydrobiol	143	147-177	NA	Kakanui River	-44	172.3	NA	2.5	NA	0.193548387	NA	NA	NA	NA	10.6	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	17	NA	NA	NA	NA	NA	NA	Francouer 2001	NA
HLH534	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0.510825624	0.510825624	0.287682072	20060519	Biggs&&	1998	Arch Hydrobiol 143: 147-177	Arch Hydrobiol	143	147-177	NA	Kakanui River	-44	172.3	NA	1.571428571	NA	0.161290323	NA	NA	NA	NA	10.6	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	17	NA	NA	NA	NA	NA	NA	Francouer 2001	NA
HLH535	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0	0.048790164	0.139761942	20060519	Biggs&&	1998	Arch Hydrobiol 143: 147-177	Arch Hydrobiol	143	147-177	NA	Kakanui River	-44	172.3	NA	8.285714286	NA	0.225806452	NA	NA	NA	NA	10.6	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	17	NA	NA	NA	NA	NA	NA	Francouer 2001	NA
HLH536	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0.944461609	0	1.519825754	20060519	Biggs&&	1998	Arch Hydrobiol 143: 147-177	Arch Hydrobiol	143	147-177	NA	Kakanui River	-44	172.3	NA	2.5	NA	0.193548387	NA	NA	NA	NA	10.6	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	17	NA	NA	NA	NA	NA	NA	Francouer 2001	NA
HLH537	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0.955511445	0.182321557	1.481604541	20060519	Biggs&&	1998	Arch Hydrobiol 143: 147-177	Arch Hydrobiol	143	147-177	NA	Kakanui River	-44	172.3	NA	1.571428571	NA	0.161290323	NA	NA	NA	NA	10.6	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	17	NA	NA	NA	NA	NA	NA	Francouer 2001	NA
HLH538	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	1.086189769	-0.204794412	1.571697584	20060519	Biggs&&	1998	Arch Hydrobiol 143: 147-177	Arch Hydrobiol	143	147-177	NA	Kakanui River	-44	172.3	NA	8.285714286	NA	0.225806452	NA	NA	NA	NA	10.6	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	17	NA	NA	NA	NA	NA	NA	Francouer 2001	NA
HLH539	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	NA	1.407135335	NA	20060519	Bothwell	1989	Can J Fish Aquat Sci 46: 1293-1301	Can J Fish Aquat Sci	46	1293-1301	NA	South Thompson River - British Columbia	NA	NA	NA	4.114285714	NA	0.067741935	NA	NA	NA	141.2037037	6.5	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	1	59	NA	NA	NA	microM	0.161446561	NA	Bothwell 1996	NA
HLH540	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	NA	1.662978123	NA	20060519	Bothwell	1989	Can J Fish Aquat Sci 46: 1293-1301	Can J Fish Aquat Sci	46	1293-1301	NA	South Thompson River - British Columbia	NA	NA	NA	6.371428571	NA	0.041935484	NA	NA	NA	317.1296296	1.5	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	1	35	NA	NA	NA	microM	0.161446561	NA	Bothwell 1996	NA
HLH541	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	NA	1.72693882	NA	20060519	Bothwell	1989	Can J Fish Aquat Sci 46: 1293-1301	Can J Fish Aquat Sci	46	1293-1301	NA	South Thompson River - British Columbia	NA	NA	NA	2.621428571	NA	0.077419355	NA	NA	NA	171.2962963	8.4	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	1	48	NA	NA	NA	microM	0.161446561	NA	Bothwell 1996	NA
HLH542	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0.336472237	1.223775432	1.916922612	20060519	Francoeur&&	1999	J N Am Benthol Soc 18: 242-260	J N Am Benth Soc	18	242-260	NA	West Kowai	-43.5	172.2	NA	0.971428571	NA	0.029032258	NA	NA	NA	NA	18.9	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	15	NA	NA	NA	micromole/pot	0.05	0.5	Francouer 2001	NA
HLH543	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0.382992252	-0.405465108	1.511457504	20060519	Francoeur&&	1999	J N Am Benthol Soc 18: 242-260	J N Am Benth Soc	18	242-260	NA	Kyeburn	-44.5	170.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	15	NA	NA	NA	micromole/pot	0.05	0.5	Francouer 2001	NA
HLH544	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0.606135804	1.15267951	1.945910149	20060519	Francoeur&&	1999	J N Am Benthol Soc 18: 242-260	J N Am Benth Soc	18	242-260	NA	Bowyersa	-43.75	172.35	NA	0.835714286	NA	0.058064516	NA	NA	NA	NA	9.2	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	15	NA	NA	NA	micromole/pot	0.05	0.5	Francouer 2001	NA
HLH545	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0.051293294	0.422856851	1.198695747	20060519	Francoeur&&	1999	J N Am Benthol Soc 18: 242-260	J N Am Benth Soc	18	242-260	NA	North Kowai	-43.5	172.2	NA	0.792857143	NA	0.032258065	NA	NA	NA	NA	11.7	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	15	NA	NA	NA	micromole/pot	0.05	0.5	Francouer 2001	NA
HLH546	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0.944461609	1.098612289	1.189584067	20060519	Francoeur&&	1999	J N Am Benthol Soc 18: 242-260	J N Am Benth Soc	18	242-260	NA	Timber	-44.5	170.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	15	NA	NA	NA	micromole/pot	0.05	0.5	Francouer 2001	NA
HLH547	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	-0.247836164	0.237671652	0.413562318	20060519	Francoeur&&	1999	J N Am Benthol Soc 18: 242-260	J N Am Benth Soc	18	242-260	NA	Woolshed	-43.75	172.35	NA	26.94285714	NA	0.122580645	NA	NA	NA	NA	13.3	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	15	NA	NA	NA	micromole/pot	0.05	0.5	Francouer 2001	NA
HLH548	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0.575364145	-0.3254224	0.510825624	20060519	Francoeur&&	1999	J N Am Benthol Soc 18: 242-260	J N Am Benth Soc	18	242-260	NA	Victoria	-42.3	172.5	NA	0.257142857	NA	0.05483871	NA	NA	NA	NA	16.9	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	15	NA	NA	NA	micromole/pot	0.05	0.5	Francouer 2001	NA
HLH549	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0.980829253	-0.100083459	1.386294361	20060519	Francoeur&&	1999	J N Am Benthol Soc 18: 242-260	J N Am Benth Soc	18	242-260	NA	Granity	-42.2	171.5	NA	17.9	NA	0.04516129	NA	NA	NA	NA	21	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	15	NA	NA	NA	micromole/pot	0.05	0.5	Francouer 2001	NA
HLH551	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	-0.287682072	-0.182321557	0.287682072	20060519	Francoeur&&	1999	J N Am Benthol Soc 18: 242-260	J N Am Benth Soc	18	242-260	NA	Rough	-42.3	172.5	NA	1.557142857	NA	0.025806452	NA	NA	NA	NA	10.7	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	15	NA	NA	NA	micromole/pot	0.05	0.5	Francouer 2001	NA
HLH552	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0.191055237	0.313657559	1.412269848	20060519	Francoeur&&	1999	J N Am Benthol Soc 18: 242-260	J N Am Benth Soc	18	242-260	NA	Slaty	-42.2	171.5	NA	0.764285714	NA	0.025806452	NA	NA	NA	NA	13.4	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	15	NA	NA	NA	micromole/pot	0.05	0.5	Francouer 2001	NA
HLH554	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0.441832752	0.36772478	0.554310736	20060519	Francoeur&&	1999	J N Am Benthol Soc 18: 242-260	J N Am Benth Soc	18	242-260	NA	West Kowai	-43.5	172.2	NA	0.992857143	NA	0.048387097	NA	NA	NA	NA	8.1	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	19	NA	NA	NA	micromole/pot	0.05	0.5	Francouer 2001	NA
HLH555	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	1.504077397	0.875468737	1.945910149	20060519	Francoeur&&	1999	J N Am Benthol Soc 18: 242-260	J N Am Benth Soc	18	242-260	NA	Kyeburn	-44.5	170.5	NA	0.307142857	NA	0.04516129	NA	NA	NA	NA	10.6	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	19	NA	NA	NA	micromole/pot	0.05	0.5	Francouer 2001	NA
HLH556	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	-0.223143551	-0.287682072	0.606135804	20060519	Francoeur&&	1999	J N Am Benthol Soc 18: 242-260	J N Am Benth Soc	18	242-260	NA	Bowyersa	-43.75	172.35	NA	1.785714286	NA	0.119354839	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	19	NA	NA	NA	micromole/pot	0.05	0.5	Francouer 2001	NA
HLH557	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	-0.362905494	-0.737598943	-0.191055237	20060519	Francoeur&&	1999	J N Am Benthol Soc 18: 242-260	J N Am Benth Soc	18	242-260	NA	North Kowai	-43.5	172.2	NA	0.435714286	NA	0.029032258	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	19	NA	NA	NA	micromole/pot	0.05	0.5	Francouer 2001	NA
HLH558	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0.405465108	0.438254931	0.810930216	20060519	Francoeur&&	1999	J N Am Benthol Soc 18: 242-260	J N Am Benth Soc	18	242-260	NA	Timber	-44.5	170.5	NA	0.792857143	NA	0.087096774	NA	NA	NA	NA	11.8	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	19	NA	NA	NA	micromole/pot	0.05	0.5	Francouer 2001	NA
HLH559	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0	-0.16034265	-0.037740328	20060519	Francoeur&&	1999	J N Am Benthol Soc 18: 242-260	J N Am Benth Soc	18	242-260	NA	Woolshed	-43.75	172.35	NA	9.092857143	NA	0.161290323	NA	NA	NA	NA	11.5	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	19	NA	NA	NA	micromole/pot	0.05	0.5	Francouer 2001	NA
