Date_entry,ID_study,author,pubyear,citation,publication,pubvol,pagestart,pageend,system,strata,habitat,hab_descrip,location,latitud,longitud,elev,n_avail,n_total,p_avail,p_total,c_total,pH,light,temp,precip,npp,npp_typ,ab,ab_unit,study_typ,cons_man,HA,fert,fdchlg_man,num_nut_tmnt,num_nut,duration,fert_area,cons_area,vol,meta_source,note_study
20060627,EEC030,Barger&&,2002,Biotropica 34:493-501,Biotropica,34,493,501,terrestrial,aboveground,herbaceous,.,15 km from Caracas-  Venezuela,10.28,-67.2,1200,.,.,.,.,.,.,.,17.9,1063,.,.,.,.,field,none,.,1,1,2,3,335,1,.,.,.,precip/temp are mean annual; duplicate WSH036 eliminated because less complete
20060627,EEC031,Campo&Vazquez-Yanes,2004,Ecosystems 7:311-319,Ecosystems,7,311,319,terrestrial,aboveground,forest,.,young forest - Mexico,21.06,-89.17,10,8,.,0.35,.,.,7.3,.,25.8,760,.,.,.,.,field,none,.,1,1,2,3,1095,100,.,.,.,precip/temp are mean annual; WSH040-041 duplicates eliminated because less complete with nutrient addition levels
20060627,EEC032,Campo&Vazquez-Yanes,2004,Ecosystems 7:311-319,Ecosystems,7,311,319,terrestrial,aboveground,forest,.,older forest - Mexico,21.06,-89.17,10,9.5,.,0.61,.,.,7.4,.,25.8,760,.,.,.,.,field,none,.,1,1,2,3,1095,100,.,.,.,precip/temp are mean annual; WSH040-041 duplicates eliminated because less complete with nutrient addition levels
20060627,EEC033,Feller,1995,Ecol Monogr 65:477-505,Ecol Monogr,65,477,505,terrestrial,aboveground,forest,.,shallow mangroves Belize,16.8,-88.1,0,0.06,.,7.4,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,2,3,730,10,.,.,.,shallow tidal-  note individual trees were fertilized
20060627,EEC034,Feller,1995,Ecol Monogr 65:477-505,Ecol Monogr,65,477,505,terrestrial,aboveground,forest,.,deep mangroves Belize,16.8,-88.1,0,0.06,.,7.4,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,2,3,730,10,.,.,.,deep tidal-  note individual trees were fertilized
20060627,EEC035,Herbert&Fownes,1995,Biogeochem 29:223-235,Biogeochemistry,29,223,235,terrestrial,aboveground,forest,.,Kauai,22.8,-159.38,1134,.,.,0.516129032,35,.,.,.,.,.,.,.,.,.,field,none,.,1,1,3,11,545,100,.,.,.,.
20060628,EEC036,Mirmanto&&,1999,Phil Trans R Soc Lond 354:1825-1829,Phil Trans R Soc Lond,354,1825,1829,terrestrial,aboveground,forest,.,Indonesia,-0.6,113.56,150,.,.,0.041935484,2.580645161,.,3.8,.,27.5,3600,.,.,.,.,field,none,.,1,1,2,5,1825,2500,.,.,.,.
20060628,EEC037,Newbery&&,2002,New Phy 156:297-311,New Phytol,156,297,311,terrestrial,aboveground,forest,.,Cameroon-  Korup National Park,5.1,8.2,120,.,.,0.238709677,9.483870968,.,.,.,.,5600,.,.,.,.,field,none,.,1,1,1,4,1825,2500,.,.,.,.
20060628,EEC038,Nomura&Kikuzawa,2005,Ecol Res 18:573-586,Ecol Res,18,573,586,terrestrial,belowground,forest,.,Lower montane forest-  Borneo,6.05,116.3,1708,1.77,.,.,.,.,.,286,18,2714,.,.,.,.,field,none,.,1,1,2,5,30,100,.,.,.,.
20060628,EEC039,Nomura&Kikuzawa,2005,Ecol Res 18:573-586,Ecol Res,18,573,586,terrestrial,belowground,forest,.,Upper montane forest-  Borneo,6.05,116.3,2425,2.34,.,.,.,.,.,254,12.8,2083,.,.,.,.,field,none,.,1,1,2,5,30,25,.,.,.,.
20060628,EEC040,Nomura&Kikuzawa,2005,Ecol Res 18:573-586,Ecol Res,18,573,586,terrestrial,belowground,forest,.,Subalpine forest,6.05,116.3,3080,0.94,.,.,.,.,.,307,10.2,3285,.,.,.,.,field,none,.,1,1,2,5,30,25,.,.,.,.
20060628,EEC041,Singh&&,2000,Rest Ecol 8:80-86,Restor Ecol,8,80,86,terrestrial,aboveground,forest,.,India,23.3,81.99,400,.,.,.,.,.,.,.,.,1069,.,.,.,.,field,none,.,1,1,1,6,1000,100,.,.,.,planted seedlings of 9 native tree species in monoculture plots
20060629,EEC042,Ostertag&Verville,2002,Plant Ecology 162:77-90,Plant Ecol,162,77,90,terrestrial,aboveground,herbaceous,.,Hawaii,19.25,-155.15,1176,.,7.14,.,1.61,.,5.02,.,16,2500,.,.,.,.,field,none,.,1,1,2,5,4015,225,.,.,.,yearly precip & temp-  data is for percent cover in forest understorey
20060629,EEC043,Ostertag&Verville,2002,Plant Ecology 162:77-90,Plant Ecol,162,77,90,terrestrial,aboveground,herbaceous,.,Kauai,22.08,-159.37,1134,.,3.78,.,1.29,.,3.99,.,16,2500,.,.,.,.,field,none,.,1,1,2,5,1825,225,.,.,.,yearly precip & temp-  data is for percent cover in forest understorey
20060629,EEC044,Tanner&&,1992,Ecology 73:78-86,Ecology,73,78,86,terrestrial,aboveground,forest,.,Venezuela,8,-72,2550,.,.,.,.,.,3.5,.,13,2500,.,.,.,.,field,none,.,1,1,2,5,1825,144,.,.,.,note: trunk growth only measured for control and N+P-  litterfall factorially
20060629,EEC045,Tanner&&,1990,J Trop Ecol 6:231-238,J Trop Ecol,6,231,238,terrestrial,aboveground,forest,.,Jamaica,18,-77,1600,.,.,.,.,.,3.5,.,19,2500,.,.,.,.,field,none,.,1,1,2,5,1277,144,.,.,.,note individual trees in three plots were measured
20060629,EEC048,Corbin&&,2003,Water Air Soil Poll 147:141-161,Water Air Soil Pollut,147,141,161,terrestrial,aboveground,herbaceous,.,Virginia,37.22,-80.31,1061,0.87,.,.,.,.,3.8,.,8,1301,.,.,.,.,field,none,.,1,1,2,2,730,12,.,.,.,biomas of understorey vegetation
20060629,EEC049,Sarmiento&&,2006,J Tropical Ecology 22:203-212,J Trop Ecol,22,203,212,terrestrial,aboveground,shrubland,.,south-western Venezuela,4.49,-68.54,70,.,78.5,0.645,.,1583,4.8,.,27,1466,.,.,.,.,Field,none,.,1,1,1,5,225,1,.,.,.,soil measures are in top 12 cm-  lower depth also available
20060629,EEC050,Sarmiento&&,2006,J Tropical Ecology 22:203-212,J Trop Ecol,22,203,212,terrestrial,aboveground,shrubland,.,south-western Venezuela,4.49,-68.54,70,.,78.5,0.645,.,1583,4.8,.,27,1466,.,.,.,.,Field,none,.,1,1,2,3,225,1,.,.,.,soil measures are in top 12 cm-  lower depth also available
20060629,EEC051,Gleeson&Good,2003,Ecol Lett 6:220-227,Ecol Lett,6,220,227,terrestrial,aboveground,forest,.,New Jersey pinelands,39.54,-74.48,600,.,.,.,.,.,4.3,.,.,1160,.,.,.,.,Field,none,.,1,1,3,11,180,25,.,.,.,10 trees were measured in each 5x5 m plot
20060714,EEC053,Harcombe,1977,Ecology 58:1375-1383,Ecology,58,1375,1383,terrestrial,aboveground,forest,.,Costa Rica,9.53,-83.4,650,.,435.7,.,.,.,.,.,22.3,2683,.,.,.,.,field,none,.,1,1,1,3,365,100,.,.,.,did not say what kind of fertilizer added
20060720,EEC054,Hattenschwiler,2002,Basic Appl Ecol 3:135-143,Basic Appl Ecol,3,135,143,terrestrial,aboveground,forest,.,BCI Panama,9.09,-79.51,0,8.14,.,1.62,.,.,6.3,.,27,2600,.,.,.,.,field,none,.,1,1,1,21,585,1,.,.,.,planted seedlings of 3 liana species
20060714,EEC055,Fynn&Oconnor,2005,J Veg Sci 16:93-102,J Veg Sci,16,93,102,terrestrial,aboveground,herbaceous,.,South Africa,-30.24,29.24,840,.,.,.,.,.,4.6,.,.,694,.,.,.,.,field,none,.,1,1,4,4,20075,5.75,.,.,.,very long term
20060726,EEC056,Khurana&Singh,2004,Can J Bot 82:158-167,Can J Bot,82,158,167,terrestrial,aboveground,forest,.,Vanarasi-  India,25.18,83.03,129,.,40,.,5.1,.,.,.,.,.,.,.,.,.,lab,none,.,1,1,1,3,120,0.01,.,.,.,pot experiment on tropical tree seedlings
20060715,EEC057,Lawrence,2001,J Trop Ecol 17:859-869,J Trop Ecol,17,859,869,terrestrial,aboveground,forest,.,West Kalimantan-  Indonesia,-0.1,109,.,.,.,.,.,.,.,.,28.5,.,.,.,.,.,field,none,.,1,1,2,2,124,0.25,.,.,.,pot experiment on tropical tree seedlings
20060725,EEC058,Uhl,1987,J Ecol 75:377-407,J Ecol,75,377,407,terrestrial,aboveground,forest,.,Venezuela,1.56,-67.03,119,.,.,.,.,.,3.24,.,.,.,.,.,.,.,field,none,.,1,1,1,2,180,1.5,.,.,.,.
20060725,EEC061,Huante&&,1995,Funct Ecol 9:760-766,Funct Ecol,9,760,766,terrestrial,aboveground,forest,.,Chemela Mexioc,19.3,-105.03,.,.,.,.,.,.,.,400,27.5,748,.,.,.,.,lab,none,.,1,1,1,1,50,0.014,.,.,.,.
20060726,EEC062,Huberty&&,1998,J Ecol 86:794-803,J Ecol,86,794,803,terrestrial,aboveground,herbaceous,.,KBS LTER,42.24,-85.22,.,0.368,.,.,.,.,6.45,.,9,860,.,.,.,.,field,none,.,1,1,1,1,2555,1,.,.,.,.
20060726,EEC063,Kirkham&&,1996,J Ecol 33:1013-1029,J Ecol,33,1013,1029,terrestrial,aboveground,herbaceous,.,England,51.12,-2.49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,3,3,1460,7.5,.,.,.,.
20060727,EEC064,Scowcroft&Silva,2005,J Plant Nutrition 28:1581-1603,J Plant Nutrition,28,1581,1603,terrestrial,aboveground,forest,.,Oahu- Hawaii,21.3,-157.5,260,.,164,0.21,.,.,4.8,.,21.9,1400,.,.,.,.,field,none,.,1,1,1,1,1080,4,.,.,.,Ultisol soil site
20060727,EEC065,Scowcroft&Silva,2005,J Plant Nutrition 28:1581-1603,J Plant Nutrition,28,1581,1603,terrestrial,aboveground,forest,.,Oahu- Hawaii,21.3,-157.5,260,.,200,0.32,.,.,5,.,21.9,1400,.,.,.,.,field,none,.,1,1,1,1,1080,4,.,.,.,Oxisol soil site
20060727,EEC066,Raich&&,1996,Biogeochemistry 32:1-14,Biogeochemistry,32,1,14,terrestrial,aboveground,forest,.,Hawaii-  Hawaii,19.39,-155.16,1130,.,.,.,.,.,.,.,15.5,4300,.,.,.,.,field,none,.,1,1,3,11,730,100,.,.,.,a'a lava flow - different from the Thurston site of Vitousek
20060727,EEC067,Raich&&,1996,Biogeochemistry 32:1-14,Biogeochemistry,32,1,14,terrestrial,aboveground,forest,.,Hawaii-  Hawaii,19.41,-155.16,1130,.,.,.,.,.,.,.,15.5,4300,.,.,.,.,field,none,.,1,1,3,11,730,100,.,.,.,pohoehoe lava flow - these are distinct from the Thurston site of Vitousek
20060728,EEC068,Nilsson&&,2002,Oikos 97:3-17,Oikos,97,3,17,terrestrial,aboveground,herbaceous,.,Sweden,65.3,19,700,.,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,4,12,2920,4,.,.,.,.
20060728,EEC069,Niinemets&Kull,2005,Acta Oecologica 28:345-356,Acta Oecologica,28,345,356,terrestrial,aboveground,herbaceous,.,Laelatu-  Estonia,58.36,23.35,3,.,391,.,.,4150,6.9,.,.,.,.,.,.,.,field,none,.,1,1,2,3,80,0.25,.,.,.,short term experiment
20060728,EEC070,Niinemets&Kull,2005,Acta Oecologica 28:345-356,Acta Oecologica,28,345,356,terrestrial,aboveground,herbaceous,.,Laelatu-  Estonia,58.36,23.35,3,.,391,.,.,4150,6.9,.,.,.,.,.,.,.,field,none,.,1,1,2,3,7300,300,.,.,.,long term experiment
20060728,EEC071,Pauli&&,2002,Basic Appl Ecol 3:255-266,Basic Appl Ecol,3,255,266,terrestrial,aboveground,herbaceous,.,Switzerland,46.5,7.3,1100,.,.,.,.,.,.,.,.,2000,.,.,.,.,field,none,.,1,1,2,3,480,0.5,.,.,.,18 sites throughout Switzerland so elevation and precip are averages
20060728,EEC072,Bazot&&,2005,Funct Ecol 19:886-896,Funct Ecol,19,886,896,terrestrial,aboveground,herbaceous,.,France,53.6,6.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,enclosure,.,1,2,1,1,120,4,4,.,.,trimming simulated biomass removal by grazers
20060728,EEC073,Bazot&&,2005,Funct Ecol 19:886-896,Funct Ecol,19,886,896,terrestrial,belowground,herbaceous,.,France,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,enclosure,.,1,2,1,1,120,4,4,.,.,trimming simulated biomass removal by grazers
20060728,EEC074,Tilman,1987,Ecol Monogr 57:189-214,Ecol Monogr,57,189,214,terrestrial,aboveground,herbaceous,.,Cedar Creek LTER-  Minnesota,45.24,-93.12,.,.,41.7,2.58,.,.,5.67,.,.,.,.,.,.,.,field,none,.,1,1,1,13,1095,0.3,.,.,.,field A
20060728,EEC075,Tilman,1987,Ecol Monogr 57:189-214,Ecol Monogr,57,189,214,terrestrial,aboveground,herbaceous,.,Cedar Creek LTER-  Minnesota,45.24,-93.12,.,.,27,4.29,.,.,5.23,.,.,.,.,.,.,.,field,none,.,1,1,1,13,1095,0.3,.,.,.,field B
20060728,EEC076,Tilman,1987,Ecol Monogr 57:189-214,Ecol Monogr,57,189,214,terrestrial,aboveground,herbaceous,.,Cedar Creek LTER-  Minnesota,45.24,-93.12,.,.,45.6,4.22,.,.,5.85,.,.,.,.,.,.,.,field,none,.,1,1,1,13,1095,0.3,.,.,.,field C
20060728,EEC077,Tilman,1987,Ecol Monogr 57:189-214,Ecol Monogr,57,189,214,terrestrial,aboveground,herbaceous,.,Cedar Creek LTER-  Minnesota,45.24,-93.12,.,.,42.3,3.8,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,13,1095,0.3,.,.,.,field D (native savannah)
20060822,EEC078,Chalmers&&,2005,Aust J Bot 53:485-499,Aust J Bot,53,485,499,terrestrial,aboveground,herbaceous,.,New South Wales-  Australia,-30.26,151.4,1010,0.245714286,.,0.041935484,.,.,5.6,.,.,790,.,.,.,.,field,none,.,1,1,1,3,540,1,.,.,monster endnotefile,.
20060822,EEC079,Feller&&,2002,Biogeochemistry 62:145-175,Biogeochemistry,62,145,175,terrestrial,aboveground,forest,.,fringe mangroves,16.5,-88.1,.,.,.,.,.,.,6.5,.,.,.,.,.,.,.,field,none,.,1,1,2,3,730,4,.,.,monster endnotefile,.
20060823,EEC080,Feller&&,2002,Biogeochemistry 62:145-175,Biogeochemistry,62,145,175,terrestrial,aboveground,forest,.,transition zone,16.5,-88.1,.,.,.,.,.,.,6.5,.,.,.,.,.,.,.,field,none,.,1,1,2,3,730,4,.,.,monster endnotefile,.
20060824,EEC081,Feller&&,2002,Biogeochemistry 62:145-175,Biogeochemistry,62,145,175,terrestrial,aboveground,forest,.,interior dwarf mangrove zone,16.5,-88.1,.,.,.,.,.,.,6.5,.,.,.,.,.,.,.,field,none,.,1,1,2,3,730,4,.,.,monster endnotefile,.
20070804,EEC082,Harison&&,2003,Conservation Biol 17:837-845,Conservation Biol,17,837,845,terrestrial,aboveground,herbaceous,.,non- serpentine California grassland,38.51,-123.3,663,.,128,.,0.77,.,.,.,18.1,725,.,.,.,.,field,exclosure,.,0,2,0,0,730,.,5,.,monster endnotefile,.
20070804,EEC083,Harison&&,2003,Conservation Biol 17:837-845,Conservation Biol,17,837,845,terrestrial,aboveground,herbaceous,.,serpentine California grassland,38.51,-123.3,663,.,85.7,.,0.32,.,.,.,18.1,725,.,.,.,.,field,exclosure,.,0,2,0,0,730,.,5,.,monster endnotefile,.
20070804,EEC085,McIntryre&&,2003,J Appl Ecol 40:445-457,J Appl Ecol,40,445,457,terrestrial,aboveground,herbaceous,.,Australia - SE Queensland,-27.5,152,450,.,.,0.387,.,.,.,.,.,850,.,.,.,.,field,gradient,.,0,2,0,0,.,.,30,.,monster endnotefile,natural gradient of grazing intensity
20070805,EEC086,Onuf&&,1977,Ecology 58:514-526,Ecology,58,514,526,terrestrial,aboveground,forest,.,Mangrove islands-  Florida,27.27,-80.2,0,.,.,.,.,.,.,.,.,.,.,.,.,.,field,gradient,1,1,2,1,21,.,.,.,.,monster endnotefile,compared one island with birds (high nutrient) to one island without (low nutrient)-  and measured plant growth and ammount of herbivory hence I estimated the ammount of production lost to herbivores
20070806,EEC087,Richardson&&,2002,J Ecol 90:544-556,J Ecol,90,544,556,terrestrial,aboveground,herbaceous,.,Sweden arctic heath,68,19,.,.,.,.,.,.,.,.,11,120,.,.,.,.,field,.,.,1,1,1,3,3285,2.25,.,.,monster endnotefile,this is the unwarmed plots where plant biomass and insect occurance were monitored
20070806,EEC088,Richardson&&,2002,J Ecol 90:544-556,J Ecol,90,544,556,terrestrial,aboveground,herbaceous,.,Sweden arctic heath,68,19,.,.,.,.,.,.,.,.,14,120,.,.,.,.,field,.,.,1,1,1,3,3285,2.25,.,.,monster endnotefile,this is the warmed plots note that temp and precip are during the summer
20070806,EEC089,McIntire&Hik,2005,Oecologia 145:288-297,Oecologia,145,288,297,terrestrial,aboveground,herbaceous,.,Yukon Territory Canada Ruby Range Mountains,61.13,-138.16,2000,.,228.5714286,.,.,.,.,.,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,1095,.,0.5,.,monster endnotefile,sites adjacent to tallus fields
20070806,EEC090,McIntire&Hik,2005,Oecologia 145:288-297,Oecologia,145,288,297,terrestrial,aboveground,herbaceous,.,Yukon Territory Canada Ruby Range Mountains,61.13,-138.16,2000,.,228.5714286,.,.,.,.,.,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,1095,.,0.5,.,monster endnotefile,2-4 m from tallus fields
20070806,EEC091,McIntire&Hik,2005,Oecologia 145:288-297,Oecologia,145,288,297,terrestrial,aboveground,herbaceous,.,Yukon Territory Canada Ruby Range Mountains,61.13,-138.16,2000,.,228.5714286,.,.,.,.,.,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,1095,.,0.5,.,monster endnotefile,8m from tallus fields
20061210,EEC092,Vitousek&Farrington,1997,Biogeochemistry 37:63-75,Biogeochemistry,37,63,75,terrestrial,aboveground,forest,.,Kokee Kauai,22.1,-159.6,1130,.,.,.,.,.,.,.,.,2500,.,.,.,.,field,none,.,1,1,3,8,1250,100,.,.,.,data summarized from Herbert et al submitted; soil and foliar nutrients are avail in this or other pubs
20070214,EEC101,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,68.381,-149.431,.,0.871428571,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,3650,1,.,.,.,.
20070214,EEC102,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,68.381,-149.431,.,0.871428571,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,3650,1,.,.,.,.
20070214,EEC103,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,68.381,-149.431,.,0.372857143,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,3650,1,.,.,.,.
20070214,EEC104,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,68.381,-149.431,.,0.419285714,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,3650,1,.,.,.,.
20070214,EEC105,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,68.381,-149.431,.,0.735714286,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,3650,1,.,.,.,.
20070214,EEC106,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,34.421,-119.951,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,1095,0.25,.,.,.,.
20070214,EEC107,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,34.421,-119.951,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,1095,0.25,.,.,.,.
20070214,EEC108,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,34.421,-119.951,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,1095,0.25,.,.,.,.
20070214,EEC109,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,34.421,-119.951,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,1095,0.25,.,.,.,.
20070214,EEC110,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,34.421,-119.951,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,730,0.25,.,.,.,.
20070214,EEC111,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,34.421,-119.951,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,1095,0.25,.,.,.,.
20070214,EEC112,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,31.431,-81.371,.,7.142857143,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,1460,0.25,.,.,.,.
20070214,EEC113,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,31.431,-81.371,.,8.928571429,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,1460,0.25,.,.,.,.
20070214,EEC114,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,31.431,-81.371,.,8.928571429,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,1460,0.25,.,.,.,.
20070214,EEC115,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,31.431,-81.371,.,8.928571429,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,1460,0.25,.,.,.,.
20070214,EEC116,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,31.431,-81.371,.,8.928571429,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,1460,0.25,.,.,.,.
20070214,EEC117,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,42.401,-85.401,.,0.776428571,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,1095,1,.,.,.,.
20070214,EEC118,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,42.401,-85.401,.,0.776428571,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,1095,1,.,.,.,.
20070214,EEC119,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,39.101,-94.601,.,0.292857143,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,3285,10,.,.,.,.
20070214,EEC120,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,39.101,-94.601,.,0.242857143,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,3285,10,.,.,.,.
20070214,EEC121,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,39.101,-94.601,.,0.015,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,3285,10,.,.,.,.
20070214,EEC122,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,39.101,-94.601,.,0.041428571,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,3285,10,.,.,.,.
20070214,EEC123,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,39.101,-94.601,.,0.221428571,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,3285,10,.,.,.,.
20070214,EEC124,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,39.101,-94.601,.,0.125,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,3285,10,.,.,.,.
20070214,EEC125,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,39.101,-94.601,.,0.147857143,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,3285,10,.,.,.,.
20070214,EEC126,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,39.101,-94.601,.,0.292857143,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,3285,10,.,.,.,.
20070214,EEC128,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,40.101,-105.601,.,0.892857143,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,2555,1,.,.,.,.
20070214,EEC129,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,40.101,-105.601,.,0.892857143,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,2555,1,.,.,.,.
20070214,EEC130,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,40.801,-104.801,.,0,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,1095,0.1,.,.,.,.
20070214,EEC131,Suding&&,2005,PNAS 102:4387-4392,PNAS,102,4387,4392,terrestrial,aboveground,herbaceous,.,.,40.801,-104.801,.,0,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,1,1,1095,0.1,.,.,.,.
20060829,ETB001,Preisser,2003,Ecology 84(4):869-874,Ecology,84,869,874,terrestrial,belowground,shrubland,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,enclosure,.,0,3,0,0,240,.,65,.,TC Database,.
20060829,ETB002,Cardinale&&,2003,Ecol Lett 6:857-865,Ecol Lett,6,857,865,terrestrial,aboveground,herbaceous,agricultural,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,enclosure,.,0,3,0,0,31,.,8,.,TC Database,.
20060829,ETB003,Cardinale&&,2003,Ecol Lett 6:857-865,Ecol Lett,6,857,865,terrestrial,aboveground,herbaceous,agricultural,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,enclosure,.,0,3,0,0,31,.,8,.,TC Database,.
20060829,ETB004,Cardinale&&,2003,Ecol Lett 6:857-865,Ecol Lett,6,857,865,terrestrial,aboveground,herbaceous,agricultural,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,enclosure,.,0,3,0,0,31,.,8,.,TC Database,.
20060829,ETB005,Cardinale&&,2003,Ecol Lett 6:857-865,Ecol Lett,6,857,865,terrestrial,aboveground,herbaceous,agricultural,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,enclosure,.,0,3,0,0,31,.,8,.,TC Database,.
20060829,ETB006,Matsumoto,2003,Ecological Research 18:651-659,Ecol Res,18,651,659,terrestrial,aboveground,herbaceous,agricultural,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,enclosure,.,0,3,0,0,330,.,2.1,.,TC Database,.
